scientific_name,group,source,conservation_status,match_level,speciesnet_detectable,geofence_status,speciesnet_common_name,speciesnet_label
Phoenicopterus ruber glyphorhynchus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phrygilus alaudinus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phrygilus plebejus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phrygilus unicolor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias burmeisteri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias cinereiceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias griseiceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias nigrocapillus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias plumbeiceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phyllomyias uropygialis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,tawny-rumped tyrannulet,6511c2bc-3964-4bc0-877e-46ea1351e175;aves;passeriformes;tyrannidae;phyllomyias;uropygialis;tawny-rumped tyrannulet
Phylloscartes gualaquizae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phylloscartes ophthalmicus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phylloscartes orbitalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phylloscartes poecilotis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Phylloscartes superciliaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piaya cayana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,common squirrel-cuckoo,875098f0-a552-4137-86f8-48f3620f21e9;aves;cuculiformes;cuculidae;piaya;cayana;common squirrel-cuckoo
Piaya melanogaster,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Picoides fumigatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piculus chrysochloros,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piculus flavigula,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piculus leucolaemus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piculus litae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Picumnus lafresnayi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Picumnus olivaceus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Picumnus rufiventris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Picumnus sclateri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piezorhina cinerea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pilherodius pileatus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,capped heron,a894d48c-b5a6-48bc-9801-bc1c15edea17;aves;pelecaniformes;ardeidae;pilherodius;pileatus;capped heron
Pionites melanocephalus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pionus chalcopterus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pionus menstruus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pionus sordidus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pionus tumultuosus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipile cumanensis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,blue-throated piping-guan,37ee3aa1-ba29-4700-b8fb-76a338fe1dbc;aves;galliformes;cracidae;pipile;cumanensis;blue-throated piping-guan
Pipra filicauda,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipraeidea bonariensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipraeidea melanonota,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola arcuata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola chlorolepidota,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola frontalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola jucunda,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola lubomirskii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pipreola riefferii,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,green-and-black fruiteater,55e8ae19-53da-4ad1-93d7-c6951a2ea507;aves;passeriformes;cotingidae;pipreola;riefferii;green-and-black fruiteater
Piprites chloris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piranga flava,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piranga leucoptera,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piranga olivacea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piranga rubra,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Piranga rubriceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pitangus lictor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pitangus sulphuratus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,great kiskadee,aa76422e-228f-475b-9152-9525ed250517;aves;passeriformes;tyrannidae;pitangus;sulphuratus;great kiskadee
Pithys albifrons,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pittasoma rufopileatum,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platalea ajaja,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,roseate spoonbill,27fed912-e295-41bb-a629-45703c71eaff;aves;pelecaniformes;threskiornithidae;platalea;ajaja;roseate spoonbill
Platyrinchus coronatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platyrinchus flavigularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platyrinchus mystaceus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platyrinchus platyrhynchos,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platyrinchus saturatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Platyspiza crassirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Plegadis falcinellus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Plegadis ridgwayi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pluvialis dominica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pluvialis fulva,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pluvialis squatarola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Podiceps major,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Podiceps occipitalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Podilymbus podiceps,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,pied-billed grebe,1b981766-150c-48cb-b130-ec435986cad8;aves;podicipediformes;podicipedidae;podilymbus;podiceps;pied-billed grebe
Poecilotriccus calopterus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Poecilotriccus capitalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Poecilotriccus latirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Poecilotriccus ruficeps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Polioptila plumbea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Polioptila schistaceigula,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Polytmus theresiae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Poospiza hispaniolensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Por favor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Por favor cite,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Por razones,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Porphyrio flavirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Porphyrio martinicus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Porphyrolaema porphyrolaema,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,purple-throated cotinga,cef3b9bf-4e84-4f75-9fa6-be8f236b9d92;aves;passeriformes;cotingidae;porphyrolaema;porphyrolaema;purple-throated cotinga
Porzana albicollis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,ash-throated crake,7e2a2ce7-0411-44da-b43c-69015e572268;aves;gruiformes;rallidae;porzana;albicollis;ash-throated crake
Porzana carolina,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,sora,20fe6172-af93-46ad-8bf6-329dbd14dced;aves;gruiformes;rallidae;porzana;carolina;sora
Porzana flaviventer,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Premnoplex brunnescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Premnornis guttuliger,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Procellaria aequinoctialis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Procellaria parkinsoni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Progne chalybea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Progne elegans,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Progne modesta,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Progne subis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Progne tapera,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Protonotaria citrea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psarocolius angustifrons,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,russet-backed oropendola,8614065b-6222-41fd-ba46-c8ee2c19401c;aves;passeriformes;icteridae;psarocolius;angustifrons;russet-backed oropendola
Psarocolius bifasciatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psarocolius decumanus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,crested oropendola,b3b21464-e99b-4c14-92c6-dce27e221297;aves;passeriformes;icteridae;psarocolius;decumanus;crested oropendola
Psarocolius viridis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psarocolius wagleri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudastur albicollis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,white hawk,48b60240-da50-4e0b-b55e-67d5b0de1acc;aves;accipitriformes;accipitridae;pseudastur;albicollis;white hawk
Pseudastur occidentalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudelaenia leucospodia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudocolaptes boissonneautii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudocolaptes lawrencii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudocolopteryx acutipennis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudoscops clamator,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudotriccus pelzelni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pseudotriccus ruficeps,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,rufous-headed pygmy-tyrant,7b983802-48c7-455a-bfef-00eead749eae;aves;passeriformes;tyrannidae;pseudotriccus;ruficeps;rufous-headed pygmy-tyrant
Psittacara erythrogenys,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psittacara leucophthalmus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psittacara wagleri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Psophia crepitans,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,gray-winged trumpeter,ef405f67-563e-4311-ae9c-63f44ee7a9aa;aves;gruiformes;psophiidae;psophia;crepitans;gray-winged trumpeter
Pterodroma inexpectata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pterodroma leucoptera,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pterodroma phaeopygia,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,galapagos petrel,8fc73565-cff4-41ca-9144-69d0e181ac7a;aves;procellariiformes;procellariidae;pterodroma;phaeopygia;galapagos petrel
Pteroglossus azara,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pteroglossus castanotis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pteroglossus inscriptus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pteroglossus pluricinctus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pteroglossus torquatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pterophanes cyanopterus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Puffinus puffinus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Puffinus subalaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pulsatrix melanota,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pulsatrix perspicillata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pygiptila stellaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pygochelidon cyanoleuca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyriglena leuconota,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,white-backed fire-eye,a034f451-e905-4695-b6af-1963aa4a0541;aves;passeriformes;thamnophilidae;pyriglena;leuconota;white-backed fire-eye
Pyrilia barrabandi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrilia pulchra,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrilia pyrilia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrocephalus rubinus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrocephalus rubinus dubius,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrocephalus rubinus nanus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyroderus scutatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrrhomyias cinnamomeus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrrhura albipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrrhura melanura,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrrhura orcesi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Pyrrhura roseifrons,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Querula purpurata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Quiscalus mexicanus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,great-tailed grackle,5feae9b9-02b6-4d4e-8a88-5e4da1693fcd;aves;passeriformes;icteridae;quiscalus;mexicanus;great-tailed grackle
Rallus limicola,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,virginia rail,667a914d-990a-4897-823c-b2f5bb88adb7;aves;gruiformes;rallidae;rallus;limicola;virginia rail
Rallus longirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphastos ambiguus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphastos brevis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphastos tucanus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,red-billed toucan,cc17e7c2-109d-413a-bebf-6da97b044df3;aves;piciformes;ramphastidae;ramphastos;tucanus;red-billed toucan
Ramphastos vitellinus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,channel-billed toucan,0e1da2a2-9a14-4c71-adf7-47b6a5eb2756;aves;piciformes;ramphastidae;ramphastos;vitellinus;channel-billed toucan
Ramphocaenus melanurus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphocelus carbo,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,silver-beaked tanager,a2589961-1c5c-4e88-9647-f6fa35e876b6;aves;passeriformes;thraupidae;ramphocelus;carbo;silver-beaked tanager
Ramphocelus flammigerus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphocelus nigrogularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphomicron microrhynchum,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphotrigon fuscicauda,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphotrigon megacephalum,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ramphotrigon ruficauda,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Realizamos diez talleres,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Realizamos evaluaciones independientes,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Recurvirostra americana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,american avocet,68574b5e-4576-4953-a704-6bbf9d8e6e80;aves;charadriiformes;recurvirostridae;recurvirostra;americana;american avocet
Red list,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhegmatorhina melanosticta,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,hairy-crested antbird,2c32c5a2-7918-4c65-b021-831f805386f4;aves;passeriformes;thamnophilidae;rhegmatorhina;melanosticta;hairy-crested antbird
Rhodospingus cruentus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhynchocyclus fulvipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhynchocyclus olivaceus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhynchocyclus pacificus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhynchortyx cinctus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhynchospiza stolzmanni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhytipterna holerythra,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rhytipterna simplex,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Riparia riparia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rostrhamus sociabilis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,snail kite,a5b2e31e-d34d-4563-b76f-1395c885cd93;aves;accipitriformes;accipitridae;rostrhamus;sociabilis;snail kite
Rupicola peruvianus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Rupornis magnirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,roadside hawk,69e2b291-6a8f-4709-9c26-07266c04cbbd;aves;accipitriformes;accipitridae;rupornis;magnirostris;roadside hawk
Rynchops niger,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Saltator atripennis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Saltator cinctus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,masked saltator,75048e7d-3af9-451b-8aa9-f8b813644487;aves;passeriformes;thraupidae;saltator;cinctus;masked saltator
Saltator coerulescens,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,grayish saltator,b75a77ee-b3ff-4b98-b75e-ef513778096d;aves;passeriformes;thraupidae;saltator;coerulescens;grayish saltator
Saltator grossus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Saltator maximus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Saltator nigriceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Saltator striatipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sapayoa aenigma,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sarcoramphus papa,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,king vulture,ac428308-7cbc-4c7e-939d-1fbfffe09298;aves;cathartiformes;cathartidae;sarcoramphus;papa;king vulture
Sarkidiornis melanotos,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sayornis nigricans,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,black phoebe,c923f432-b787-45c4-8563-743d422df56e;aves;passeriformes;tyrannidae;sayornis;nigricans;black phoebe
Schiffornis aenea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schiffornis major,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schiffornis turdina,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schiffornis veraepacis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schistes geoffroyi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schistochlamys melanopis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Schistocichla leucostigma,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,spot-winged antbird,70e31d83-aec6-449e-850a-97588932824e;aves;passeriformes;thamnophilidae;schistocichla;leucostigma;spot-winged antbird
Schistocichla schistacea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sclateria naevia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sclerurus albigularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sclerurus caudacutus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sclerurus guatemalensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sclerurus mexicanus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,tawny-throated leaftosser,2d63b87c-1359-4255-abba-e0285d1a3bea;aves;passeriformes;furnariidae;sclerurus;mexicanus;tawny-throated leaftosser
Sclerurus rufigularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus atratus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus chocoensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus latrans,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,blackish tapaculo,66e3fcc2-8373-4449-9b70-68f00aa1915a;aves;passeriformes;rhinocryptidae;scytalopus;latrans;blackish tapaculo
Scytalopus micropterus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus opacus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus parkeri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus robbinsi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus spillmanni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Scytalopus vicinior,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Seiurus aurocapilla,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,ovenbird,69228514-4d73-4205-b054-c925fc60226b;aves;passeriformes;parulidae;seiurus;aurocapilla;ovenbird
Selenidera reinwardtii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Selenidera spectabilis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Semnornis ramphastinus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sericossypha albocristata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Serpophaga cinerea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Serpophaga hypoleuca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga caerulescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga castanea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga cerulea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga fusca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga pensylvanica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga petechia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga petechia aureola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga pitiayumi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga ruticilla,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,american redstart,ff31e033-1f44-4772-9317-c1236e27a635;aves;passeriformes;parulidae;setophaga;ruticilla;american redstart
Setophaga striata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Setophaga virens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Severamente fragmentada,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sicalis flaveola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sicalis luteola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sicalis taczanowskii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sin embargo,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Siptornis striaticollis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sirystes albocinereus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sirystes albogriseus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Sittasomus griseicapillus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Snowornis cryptolophus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Snowornis subalaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Solo aplicable,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Spheniscus humboldti,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Spheniscus mendiculus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
